timestamp,temp,hum,diseased,healthy,soil,rssi
2026-01-07T14:12:51.736569,27.1,40.0,,,,
2026-01-07T14:12:52.801328,27.2,40.0,,,,
2026-01-07T14:12:53.787013,27.2,40.0,,,,
2026-01-07T14:12:54.777984,27.3,40.0,,,,
2026-01-07T14:12:55.767530,27.3,40.0,,,,
2026-01-07T14:12:55.987904,27.3,40.0,0.99609,0.00391,1.0,-47
2026-01-07T14:12:56.750676,27.5,40.0,,,,
2026-01-07T14:12:57.737996,27.5,40.0,,,,
2026-01-07T14:12:58.820973,27.6,40.0,,,,
2026-01-07T14:12:59.808169,27.6,40.0,,,,
2026-01-07T14:13:00.779603,27.6,40.0,,,,
2026-01-07T14:13:01.212849,27.6,40.0,0.99219,0.00781,1.0,-43
2026-01-07T14:13:01.768872,27.6,40.0,,,,
2026-01-07T14:13:02.737562,27.6,40.0,,,,
2026-01-07T14:13:03.720774,27.6,40.0,,,,
2026-01-07T14:13:04.814031,27.6,40.0,,,,
2026-01-07T14:13:05.805893,27.6,40.0,,,,
2026-01-07T14:13:06.466616,27.6,40.0,0.99609,0,1.0,-43
2026-01-07T14:13:06.797088,27.6,40.0,,,,
2026-01-07T14:13:07.764395,27.6,40.0,,,,
2026-01-07T14:13:08.740486,27.6,40.0,,,,
2026-01-07T14:13:09.714157,27.6,40.0,,,,
2026-01-07T14:13:10.795503,27.6,40.0,,,,
2026-01-07T14:13:11.756334,27.6,40.0,,,,
2026-01-07T14:13:11.758335,27.6,40.0,0.99609,0,1.0,-44
2026-01-07T14:13:12.743599,27.6,39.0,,,,
2026-01-07T14:13:13.728287,27.6,39.0,,,,
2026-01-07T14:13:14.822735,27.6,39.0,,,,
2026-01-07T14:13:15.809539,27.6,39.0,,,,
2026-01-07T14:13:16.769573,27.6,39.0,,,,
2026-01-07T14:13:17.103546,27.6,39.0,0.99609,0,1.0,-42
2026-01-07T14:13:17.762197,27.6,39.0,,,,
2026-01-07T14:13:18.744225,27.6,39.0,,,,
2026-01-07T14:13:19.735136,27.6,39.0,,,,
2026-01-07T14:13:20.821774,27.6,39.0,,,,
2026-01-07T14:13:21.810714,27.6,39.0,,,,
2026-01-07T14:13:22.358182,27.6,39.0,0.99609,0,1.0,-48
2026-01-07T14:13:22.796780,27.6,39.0,,,,
2026-01-07T14:13:23.770202,27.6,39.0,,,,
2026-01-07T14:13:24.745324,27.6,39.0,,,,
2026-01-07T14:13:25.739119,27.6,39.0,,,,
2026-01-07T14:13:26.818820,27.6,39.0,,,,
2026-01-07T14:13:27.586882,27.6,39.0,0,0.99609,1.0,-48
2026-01-07T14:13:27.804578,27.6,39.0,,,,
2026-01-07T14:13:28.789594,27.6,39.0,,,,
2026-01-07T14:13:29.778861,27.6,39.0,,,,
2026-01-07T14:13:30.763911,27.6,39.0,,,,
2026-01-07T14:13:31.741856,27.6,39.0,,,,
2026-01-07T14:13:32.836505,27.6,39.0,,,,
2026-01-07T14:13:32.938387,27.6,39.0,0,0.99609,1.0,-50
2026-01-07T14:13:33.808686,27.6,39.0,,,,
2026-01-07T14:13:34.795530,27.6,39.0,,,,
2026-01-07T14:13:35.768993,27.6,39.0,,,,
2026-01-07T14:13:36.738977,27.6,39.0,,,,
2026-01-07T14:13:37.716368,27.6,39.0,,,,
2026-01-07T14:13:38.159854,27.6,39.0,0,0.99609,0,-57
2026-01-07T14:13:38.800292,27.6,39.0,,,,
2026-01-07T14:13:39.777838,27.6,39.0,,,,
2026-01-07T14:13:40.760699,27.6,39.0,,,,
2026-01-07T14:13:41.746295,27.6,39.0,,,,
2026-01-07T14:13:42.840528,27.6,39.0,,,,
2026-01-07T14:13:43.714747,27.6,39.0,,,,
2026-01-07T14:13:44.793812,27.6,39.0,,,,
2026-01-07T14:13:45.780849,27.6,39.0,,,,
2026-01-07T14:13:46.763600,27.6,39.0,,,,
2026-01-07T14:13:47.744510,27.6,39.0,,,,
2026-01-07T14:13:48.833585,27.6,39.0,,,,
2026-01-07T14:13:49.711851,27.6,39.0,,,,
2026-01-07T14:13:50.807132,27.6,39.0,,,,
2026-01-07T14:13:51.791057,27.6,39.0,,,,
2026-01-07T14:13:52.774966,27.6,39.0,,,,
2026-01-07T14:13:53.758528,27.6,39.0,,,,
2026-01-07T14:13:54.844093,27.6,39.0,,,,
2026-01-07T14:13:55.719337,27.6,39.0,,,,
2026-01-07T14:13:56.803182,27.6,39.0,,,,
2026-01-07T14:13:57.773658,27.6,39.0,,,,
2026-01-07T14:13:58.756372,27.6,39.0,,,,
2026-01-07T14:13:59.743905,27.6,39.0,,,,
2026-01-07T14:14:00.842477,27.6,39.0,,,,
2026-01-07T14:14:01.810909,27.6,39.0,,,,
2026-01-07T14:14:02.788424,27.6,39.0,,,,
2026-01-07T14:14:03.770648,27.6,39.0,,,,
2026-01-07T14:14:04.757805,27.6,39.0,,,,
2026-01-07T14:14:05.742855,27.6,39.0,,,,
2026-01-07T14:14:06.835648,27.6,39.0,,,,
